00:00:00.000226 main     VirtualBox XPCOM Server 7.0.20 r163906 linux.amd64 (Jul 16 2024 16:28:23) release log
00:01:03.588293 nspr-4   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:01:07.261866 nspr-3   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine.}, preserve=false aResultDetail=0
00:01:07.273862 nspr-3   NetIfAdpCtlOut: VBoxNetAdpCtl: Error while retrieving link speed for wlan0: VBoxNetAdpCtl: ioctl failed: Operation not supported
00:01:07.281374 nspr-3   NetIfAdpCtlOut: VBoxNetAdpCtl: Error while retrieving link speed for wlan0: VBoxNetAdpCtl: ioctl failed: Operation not supported
00:01:07.368743 nspr-3   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:01:13.690472 nspr-5   Saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox" with version "1.19-linux"
00:01:13.692856 nspr-5   Finished saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox"
00:01:13.716610 nspr-3   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:02:05.346418 nspr-5   Launched VM: 3758109456 pid: 3380 (0xd34) frontend: GUI/Qt name: win11-vm
00:02:05.359682 nspr-2   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:02:05.518148 nspr-5   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:02:05.920687 nspr-3   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={70401eef-c8e9-466b-9660-45cb3e9979e4} aComponent={ExtPackManagerWrap} aText={No extension pack by the name 'Oracle VM VirtualBox Extension Pack' was found}, preserve=false aResultDetail=0
00:02:05.994033 nspr-2   ERROR [COM]: aRC=VBOX_E_IPRT_ERROR (0x80bb0005) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={SessionMachine} aText={Saved screenshot data is not available (VERR_NOT_SUPPORTED)}, preserve=false aResultDetail=-37
00:02:06.224197 nspr-5   NetIfAdpCtlOut: VBoxNetAdpCtl: Error while retrieving link speed for wlan0: VBoxNetAdpCtl: ioctl failed: Operation not supported
00:02:06.243846 nspr-5   Saving settings file "/home/dan/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:02:06.245711 nspr-5   Finished saving settings file "/home/dan/.config/VirtualBox/VirtualBox.xml"
00:02:06.302103 nspr-3   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Starting)}, preserve=false aResultDetail=0
00:02:06.362714 nspr-3   Saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox" with version "1.19-linux"
00:02:06.364668 nspr-3   Finished saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox"
00:02:06.371440 nspr-8   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Starting)}, preserve=false aResultDetail=0
00:02:06.439551 nspr-2   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={ad47ad09-787b-44ab-b343-a082a3f2dfb1} aComponent={MediumWrap} aText={Property 'CRYPT/KeyId' does not exist}, preserve=false aResultDetail=0
00:02:06.440478 nspr-2   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={ad47ad09-787b-44ab-b343-a082a3f2dfb1} aComponent={MediumWrap} aText={Property 'CRYPT/KeyId' does not exist}, preserve=false aResultDetail=0
00:02:06.905089 nspr-2   Saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox" with version "1.19-linux"
00:02:06.907629 nspr-2   Finished saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox"
00:02:06.929027 nspr-7   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:02:07.098563 nspr-3   Saving settings file "/home/dan/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:02:07.100993 nspr-3   Finished saving settings file "/home/dan/.config/VirtualBox/VirtualBox.xml"
00:02:07.237631 nspr-2   Saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox" with version "1.19-linux"
00:02:07.240081 nspr-2   Finished saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox"
00:02:07.246786 nspr-4   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:02:07.630263 nspr-5   Saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox" with version "1.19-linux"
00:02:07.632650 nspr-5   Finished saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox"
00:02:07.639515 nspr-6   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:02:08.840479 nspr-6   Saving settings file "/home/dan/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:02:08.842806 nspr-6   Finished saving settings file "/home/dan/.config/VirtualBox/VirtualBox.xml"
00:02:08.867397 nspr-6   Saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox" with version "1.19-linux"
00:02:08.869213 nspr-6   Finished saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox"
00:02:08.875871 nspr-2   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:02:21.752496 nspr-8   Saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox" with version "1.19-linux"
00:02:21.754504 nspr-8   Finished saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox"
00:02:21.761586 nspr-7   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:02:35.359657 nspr-2   Saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox" with version "1.19-linux"
00:02:35.362149 nspr-2   Finished saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox"
00:02:35.369154 nspr-5   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:04:15.428083 nspr-5   Saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox" with version "1.19-linux"
00:04:15.437662 nspr-5   Finished saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox"
00:04:15.451139 nspr-2   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:04:27.639531 nspr-6   NetIfAdpCtlOut: VBoxNetAdpCtl: Error while retrieving link speed for wlan0: VBoxNetAdpCtl: ioctl failed: Operation not supported
00:04:27.646690 nspr-2   NetIfAdpCtlOut: VBoxNetAdpCtl: Error while retrieving link speed for wlan0: VBoxNetAdpCtl: ioctl failed: Operation not supported
00:04:27.655963 nspr-2   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={SessionMachine} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:04:42.550205 nspr-4   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:04:42.646463 nspr-3   Saving settings file "/home/dan/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:04:42.648687 nspr-3   Finished saving settings file "/home/dan/.config/VirtualBox/VirtualBox.xml"
00:04:42.648896 nspr-7   Saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox" with version "1.19-linux"
00:04:42.650864 nspr-7   Finished saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox"
00:04:42.660492 nspr-3   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:04:54.476655 nspr-3   Saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox" with version "1.19-linux"
00:04:54.479240 nspr-3   Finished saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox"
00:04:54.486903 nspr-3   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:04:57.765723 nspr-7   Saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox" with version "1.19-linux"
00:04:57.768535 nspr-7   Finished saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox"
00:04:57.775929 nspr-6   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:05:54.431860 nspr-7   Saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox" with version "1.19-linux"
00:05:54.434459 nspr-7   Finished saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox"
00:05:54.442005 nspr-6   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:08:11.249828 nspr-3   Saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox" with version "1.19-linux"
00:08:11.252451 nspr-3   Finished saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox"
00:08:11.263241 nspr-7   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:08:13.323083 nspr-4   Saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox" with version "1.19-linux"
00:08:13.325792 nspr-4   Finished saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox"
00:08:13.334444 nspr-6   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:09:53.629085 main     Saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox" with version "1.19-linux"
00:09:53.631453 main     Finished saving settings file "/home/dan/VirtualBox VMs/win11-vm/win11-vm.vbox"
00:09:53.849172 Watcher  Reaper: Pid 3380 (0xd34) was signalled: SIGKILL (9 / 0x9)
00:09:56.641676 nspr-4   Saving settings file "/home/dan/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:09:56.643888 nspr-4   Finished saving settings file "/home/dan/.config/VirtualBox/VirtualBox.xml"
00:09:59.647343 nspr-3   Saving settings file "/home/dan/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:09:59.649648 nspr-3   Finished saving settings file "/home/dan/.config/VirtualBox/VirtualBox.xml"
00:09:59.653251 nspr-7   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={Machine is not locked for session (session state: Unlocked)}, preserve=false aResultDetail=0
00:09:59.655196 nspr-2   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={Machine is not locked for session (session state: Unlocked)}, preserve=false aResultDetail=0
00:09:59.657151 nspr-3   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={Machine is not locked for session (session state: Unlocked)}, preserve=false aResultDetail=0
00:09:59.659309 nspr-4   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={Machine is not locked for session (session state: Unlocked)}, preserve=false aResultDetail=0
00:09:59.661210 nspr-6   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={Machine is not locked for session (session state: Unlocked)}, preserve=false aResultDetail=0
00:09:59.663252 nspr-7   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={Machine is not locked for session (session state: Unlocked)}, preserve=false aResultDetail=0
00:09:59.665127 nspr-5   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={Machine is not locked for session (session state: Unlocked)}, preserve=false aResultDetail=0
00:09:59.666981 nspr-4   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={Machine is not locked for session (session state: Unlocked)}, preserve=false aResultDetail=0
00:09:59.750608 nspr-3   Saving settings file "/home/dan/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:09:59.752767 nspr-3   Finished saving settings file "/home/dan/.config/VirtualBox/VirtualBox.xml"
00:10:00.236774 nspr-2   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine.}, preserve=false aResultDetail=0
00:10:00.252211 nspr-8   NetIfAdpCtlOut: VBoxNetAdpCtl: Error while retrieving link speed for wlan0: VBoxNetAdpCtl: ioctl failed: Operation not supported
00:10:00.260305 nspr-4   NetIfAdpCtlOut: VBoxNetAdpCtl: Error while retrieving link speed for wlan0: VBoxNetAdpCtl: ioctl failed: Operation not supported
00:10:06.271746 main     VirtualBox: object deletion starts
00:10:06.271781 main     ERROR [COM]: aRC=VBOX_E_OBJECT_IN_USE (0x80bb000c) aIID={ad47ad09-787b-44ab-b343-a082a3f2dfb1} aComponent={MediumWrap} aText={Medium '/home/dan/VirtualBox VMs/win11-vm/win11-vm.vdi' cannot be closed because it is still attached to 1 virtual machines}, preserve=false aResultDetail=0
00:10:06.272067 main     HostDnsMonitor: shutting down ...
00:10:06.272152 main     HostDnsMonitor: shut down
00:10:06.282639 Watcher  ERROR [COM]: aRC=E_ACCESSDENIED (0x80070005) aIID={7682d5eb-f00e-44f1-8ca2-99d08b1cd607} aComponent={VirtualBoxWrap} aText={The object is not ready}, preserve=false aResultDetail=0
00:10:06.282689 main     VirtualBox: object deleted
